 13978200, 13988400, 13994320, 13985500, 14005384, 13986592, 13996892, 13985808, 13976528, 13991924, 13999012, 13988648, 13988476, 13987760,
 13978076, 13988116, 13994316, 13985700, 14005192, 13986964, 13996824, 13985944, 13976508, 13992160, 13999356, 13988512, 13988604, 13987980,
 13978440, 13988212, 13993992, 13985688, 14007604, 13987192, 13996996, 13985800, 13976868, 13992216, 13999224, 13987964, 13988304, 13988092,
 13978848, 13988484, 13994072, 13985460, 14007152, 13987496, 13996980, 13986428, 13977048, 13992028, 13999200, 13988792, 13988340, 13987716,
 13978484, 13988580, 13994204, 13985796, 14007584, 13986932, 13996976, 13986236, 13976692, 13992232, 13998816, 13988592, 13988348, 13987932,
 13978696, 13988572, 13994372, 13985768, 14007760, 13986916, 13997208, 13986760, 13977208, 13992232, 13998828, 13988116, 13988396, 13987964,
 13980720, 13995260, 14007208, 13999052, 14019196, 13993656, 14005712, 14009952, 14019744, 14007112, 14005128, 14001432, 13995168, 13997516,
 13980992, 13995140, 14007612, 13998904, 14019100, 13993656, 14006396, 14010112, 14021920, 14007376, 14004924, 14000992, 13995384, 13999456,
 13981348, 13995144, 14007596, 13998988, 14021052, 13993652, 14006532, 14010136, 14022516, 14007384, 14005444, 14001588, 13995524, 13999456,
 13981012, 13995140, 14007596, 13998820, 14020836, 13993788, 14006656, 14010388, 14024460, 14007544, 14005496, 14001708, 13995632, 13999484,
 13981240, 13995264, 14007460, 13999320, 14020928, 13993904, 14006172, 14009996, 14024436, 14007908, 14005908, 14001464, 13995740, 13999508,
 13981392, 13995296, 14007584, 13999304, 14020840, 13993996, 14007032, 14010448, 14024756, 14007988, 14006092, 14001096, 13995820, 13999816,
 13981088, 13995704, 14007440, 13998992, 14020624, 13993592, 14006868, 14010284, 14024532, 14008064, 14006220, 14001516, 13996144, 13999472,
 13981020, 13995492, 14007448, 13998956, 14021092, 13993820, 14006964, 14010752, 14024564, 14008048, 14006536, 14001908, 13996128, 13999368,
 13981548, 13995240, 14007512, 13999348, 14021464, 13993520, 14006484, 14010520, 14024396, 14007980, 14006640, 14001936, 13996120, 13999492,
 13981872, 13995572, 14007692, 14001332, 14021088, 13994408, 14006784, 14010476, 14024780, 14008324, 14006324, 14001880, 13996396, 13999580,
 13981456, 13995704, 14007592, 14001416, 14021080, 13993892, 14006932, 14010572, 14024632, 14008040, 14006268, 14001876, 13996508, 13999604,
 13981384, 13995700, 14007788, 14001304, 14020856, 13994048, 14007188, 14010744, 14025004, 14007968, 14007056, 14002168, 13996340, 13999348,
 13981380, 13995580, 14007944, 14001696, 14021204, 13994044, 14006812, 14012628, 14025024, 14007912, 14009236, 14002308, 13996232, 13999216,
 13981768, 13995476, 14008212, 14001728, 14020524, 13993908, 14006852, 14013008, 14024892, 14008412, 14010888, 14001940, 13996364, 13999600,
 13981428, 13995644, 14008324, 14001716, 14020816, 13994040, 14006716, 14013060, 14024744, 14008028, 14010696, 14001912, 13996620, 13999512,
 13981460, 13995732, 14008444, 14001468, 14021008, 13993992, 14007196, 14012900, 14024724, 14007960, 14011304, 14002476, 13996476, 13999452,
 13981232, 13996544, 14009400, 14001448, 14020996, 13994112, 14007160, 14013388, 14025444, 14007748, 14011156, 14002056, 13996588, 13999984,
 13981604, 13996224, 14009132, 14001620, 14020864, 13993592, 14007024, 14013384, 14024948, 14007864, 14011384, 14001776, 13996964, 14001896,
 13981620, 13996328, 14009468, 14001236, 14020284, 13993920, 14007144, 14013760, 14024924, 14007980, 14011408, 14001552, 13997088, 14001516,
 13981964, 14006632, 14014148, 14009588, 14024832, 13994112, 14015492, 14022236, 14027528, 14010220, 14017780, 14006664, 14003916, 14012380,
 13981896, 14008196, 14013316, 14009364, 14024848, 13994260, 14015696, 14021784, 14030404, 14010436, 14017720, 14006944, 14003564, 14012208,
 13982096, 14008256, 14013080, 14009512, 14025476, 13993836, 14016008, 14021740, 14030788, 14010388, 14017404, 14006948, 14003448, 14012376,
 13983640, 14012196, 14017984, 14013356, 14027828, 13998472, 14021444, 14024456, 14031084, 14014680, 14019848, 14008044, 14008520, 14012500,
 13984404, 14012676, 14017960, 14013188, 14027520, 13998488, 14021852, 14024204, 14031000, 14014608, 14019476, 14007764, 14008728, 14012516,
 13984084, 14012384, 14017884, 14013460, 14027892, 13998192, 14021436, 14024180, 14030580, 14014612, 14019332, 14007808, 14008380, 14012708,
 13983800, 14012500, 14017920, 14013760, 14028148, 13998176, 14021932, 14023748, 14030968, 14014456, 14019320, 14007568, 14008116, 14012592,
 13986128, 14018744, 14020044, 14016464, 14028300, 14004444, 14028504, 14034780, 14035668, 14014556, 14021252, 14009892, 14012976, 14012524,
 13985836, 14018792, 14019944, 14015996, 14028048, 14004548, 14028156, 14034684, 14035892, 14014568, 14021496, 14009756, 14012416, 14012436,
 13986004, 14018532, 14019636, 14016252, 14028228, 14005216, 14028328, 14034604, 14035868, 14014456, 14023312, 14009748, 14012692, 14012572,
 13992576, 14029264, 14019984, 14018372, 14032764, 14006288, 14030368, 14035332, 14036120, 14017456, 14023680, 14015844, 14014872, 14012928,
 13992604, 14029292, 14020132, 14018760, 14033216, 14005808, 14030896, 14035592, 14036732, 14017440, 14023644, 14016232, 14015516, 14013300,
 13992288, 14029148, 14020516, 14018276, 14032908, 14005140, 14031492, 14036052, 14036344, 14017000, 14023232, 14016640, 14016912, 14013232,
 13992964, 14029492, 14025184, 14026524, 14034936, 14005008, 14031552, 14036340, 14036500, 14017208, 14025720, 14017004, 14017388, 14013680,
 13993516, 14032028, 14024448, 14033252, 14035640, 14005504, 14033624, 14036292, 14036528, 14017448, 14025908, 14016756, 14016720, 14013920,
 13993124, 14032416, 14024992, 14033876, 14035448, 14005880, 14033684, 14036544, 14037204, 14017304, 14026000, 14016880, 14016600, 14013428,
 13993128, 14032612, 14024884, 14034060, 14035500, 14005640, 14033664, 14036628, 14036868, 14017392, 14026356, 14016984, 14016764, 14013784,
 13993036, 14031780, 14025128, 14033712, 14035652, 14006108, 14033424, 14036624, 14036348, 14017948, 14026088, 14016904, 14016920, 14013652,
 13992972, 14031684, 14025048, 14033360, 14035464, 14006004, 14034024, 14037012, 14036488, 14018072, 14026284, 14016996, 14017184, 14013940,
 13992892, 14031924, 14025380, 14035172, 14037420, 14005636, 14034212, 14037268, 14036856, 14020692, 14026056, 14017792, 14023984, 14014036,
 13993200, 14032184, 14025124, 14035676, 14037536, 14005368, 14033700, 14037540, 14036944, 14020708, 14025476, 14017340, 14023644, 14013800,
 13995492, 14032848, 14025216, 14036544, 14037912, 14005336, 14044008, 14039428, 14037224, 14022960, 14027956, 14021544, 14027492, 14016132,
 13995732, 14032736, 14024984, 14036916, 14038108, 14005388, 14043792, 14039312, 14037452, 14022944, 14028192, 14021552, 14028092, 14015920,
 13996228, 14033096, 14025276, 14036248, 14038428, 14005336, 14043572, 14039200, 14037424, 14023016, 14028416, 14021368, 14027892, 14015772,
 13995820, 14033196, 14025752, 14036692, 14039232, 14006080, 14043364, 14039284, 14037456, 14023388, 14028796, 14021368, 14027852, 14015836,
 13995660, 14033168, 14025668, 14036500, 14038704, 14005636, 14043832, 14039664, 14041392, 14023268, 14028324, 14021620, 14027832, 14015636,
 13995436, 14033048, 14025164, 14036512, 14038236, 14005320, 14043472, 14039720, 14041592, 14023368, 14028200, 14021516, 14028364, 14015960,
 13995768, 14035364, 14026792, 14037344, 14038012, 14005768, 14044188, 14040372, 14041940, 14023512, 14028672, 14023656, 14028084, 14016240,
 13995856, 14037224, 14026988, 14037540, 14038072, 14007868, 14043572, 14042476, 14041720, 14023600, 14028592, 14023880, 14034572, 14027352,
 13995856, 14037504, 14027112, 14037496, 14038392, 14007564, 14043600, 14042392, 14041884, 14023464, 14028876, 14023684, 14034176, 14027276,
 13996360, 14041744, 14031964, 14038384, 14038708, 14008268, 14044216, 14044168, 14042384, 14026512, 14032016, 14024660, 14034656, 14030300,
